task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
331,Robot Initial States,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,63,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 63,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_63
332,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,73,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 73,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_73
333,Robot Initial States,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,83,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 83,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_83
334,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,103,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 103,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_103
335,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,113,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 113,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_113
336,Robot Initial States,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,123,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 123,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_123
337,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,133,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 133,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_133
338,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,153,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 153,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_153
339,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,163,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 163,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_163
340,Robot Initial States,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,173,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 173,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_173
341,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,183,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 183,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_183
342,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,203,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 203,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_203
343,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,213,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 213,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_213
344,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,223,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 223,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_223
345,Robot Initial States,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,233,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 233,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_233
346,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,243,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 243,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_243
347,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,263,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 263,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_263
348,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,273,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 273,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_273
349,Robot Initial States,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,283,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 283,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_283
350,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,293,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 293,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_293
351,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,303,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 303,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_303
352,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,313,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 313,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_313
353,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,323,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 323,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_323
354,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,333,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 333,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_333
355,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,343,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 343,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_343
356,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,353,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 353,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_353
357,Robot Initial States,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,363,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 363,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_363
358,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,373,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 373,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_373
359,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,393,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 393,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_393
360,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,403,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 403,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_403
361,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,413,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 413,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_413
362,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,423,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 423,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_423
363,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,443,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 443,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_443
364,Robot Initial States,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,453,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 453,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_453
365,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,463,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 463,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_463
366,Robot Initial States,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,473,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 473,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_473
367,Robot Initial States,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,483,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 483,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_483
368,Robot Initial States,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,493,,,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 493,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_493
369,Robot Initial States,3,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,4,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_4
370,Robot Initial States,1,4,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,74,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 74,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_74
371,Robot Initial States,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,114,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 114,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_114
372,Robot Initial States,4,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,124,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 124,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_124
373,Robot Initial States,2,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,144,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 144,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_144
374,Robot Initial States,2,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,154,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 154,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_154
375,Robot Initial States,2,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,164,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 164,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_164
376,Robot Initial States,4,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,184,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 184,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_184
377,Robot Initial States,3,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,194,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 194,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_194
378,Robot Initial States,2,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,204,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 204,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_204
379,Robot Initial States,4,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,214,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 214,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_214
380,Robot Initial States,1,4,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,224,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 224,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_224
381,Robot Initial States,3,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,234,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 234,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_234
382,Robot Initial States,3,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,100,0,0,254,,,,,,,,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket view 0 0 100 0 0 initstate 254,pick_up_the_bbq_sauce_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_254
